Time_sec,knee_angle,ankle_angle,knee_velocity_filtered,ankle_velocity_filtered,Pressure
0.007,20.062426229641567,-19.728190763592035,0.42398137171548955,0.8756079171988058,100.68
0.012,20.062426229641567,-19.728190763592035,2.927252147680788,11.983255868036094,100.68
0.017,20.062426229641567,-19.728190763592035,5.528299618022046,26.08101928241378,100.68
0.022,20.062426229641567,-19.728190763592035,8.43098909248251,45.66493693962752,100.66
0.027,20.062426229641567,-19.728190763592035,11.696061644100201,71.87309900460968,100.7
0.032,20.062426229641567,-19.728190763592035,15.19551541157942,104.12421762605454,100.66
0.037,20.062426229641567,-19.728190763592035,18.612463487413475,140.100020799266,100.68
0.042,20.062426229641567,-19.728190763592035,21.488530323610288,176.0875950063374,100.68
0.047,20.062426229641567,-19.728190763592035,23.310752776020742,207.62710222195687,100.66
0.052,20.062426229641567,-19.728190763592035,23.620537633295097,230.34239584626465,100.71
0.057,20.062426229641567,-19.728190763592035,22.120692980118406,240.78271691993743,100.71
0.062,21.150988588836803,-10.130152484825661,18.755240171794693,237.09083145611473,100.71
0.066,21.150988588836803,-10.130152484825661,13.742206810940754,219.34948097330022,100.73
0.072,21.150988588836803,-10.130152484825661,7.551305248143801,189.53973068058653,100.71
0.077,21.150988588836803,-10.130152484825661,0.8328772948435377,151.14531122460264,100.69
0.082,21.150988588836803,-10.130152484825661,-5.683261339568791,108.51949047286836,100.69
0.087,21.150988588836803,-9.84455604281917,-11.294512537509908,66.16961215870272,100.69
0.092,20.062426229641567,-10.361852220908217,-15.415185437216994,28.10604202460783,100.67
0.097,20.062426229641567,-10.568763380552053,-17.63559946588248,-2.639279411447877,100.69
0.102,20.062426229641567,-10.568763380552053,-17.749293377037613,-24.27497384749868,100.69
0.107,21.150988588836803,-9.242818397843187,-15.75703595492088,-36.295546696922074,100.69
0.112,21.150988588836803,-9.242818397843187,-11.858941360395173,-39.34916318520883,100.69
0.117,21.150988588836803,-9.733978607826902,-6.440284985454553,-34.98387132806835,100.7
0.122,20.062426229641567,-10.070547199073088,-0.047368551042644404,-25.32840016654158,100.68
0.127,20.062426229641567,-10.070547199073088,6.6556232209434665,-12.755359131607639,100.68
0.137,20.062426229641567,-10.414246674274114,12.954867084499318,0.434866909330722,100.68
0.142,20.062426229641567,-10.48190610602897,18.176383640713098,12.279039886594177,100.69
0.147,20.062426229641567,-10.48190610602897,21.781667547673027,21.341151759950378,100.68
0.152,21.150988588836803,-9.498309493050138,23.447925359833768,26.812071630040442,100.7
0.157,21.150988588836803,-9.498309493050138,23.112962129519733,28.514112233823592,100.7
0.162,21.150988588836803,-9.498309493050138,20.97373852311912,26.819325134401304,100.68
0.167,21.150988588836803,-9.498309493050138,17.4401025090552,22.503380117672798,100.69
0.172,21.150988588836803,-9.498309493050138,13.05615482578068,16.565585335902956,100.7
0.182,21.150988588836803,-9.498309493050138,8.40763744792656,10.047488279043355,100.68
0.187,21.150988588836803,-9.498309493050138,4.033966557235577,3.87781050812222,100.7
0.192,21.150988588836803,-9.498309493050138,0.35951377836597814,-1.2375528723088418,100.7
0.197,21.150988588836803,-9.498309493050138,-2.3474072809859163,-4.872333820255271,100.66
0.207,21.150988588836803,-9.498309493050138,-3.9858128481125776,-6.885211320786496,100.68
0.212,21.150988588836803,-9.498309493050138,-4.606947515620657,-7.382945279934607,100.67
0.217,21.150988588836803,-9.498309493050138,-4.379851219972529,-6.6551679720279235,100.68
0.222,21.150988588836803,-9.498309493050138,-3.5463603359057436,-5.096133879035046,100.66
0.227,21.150988588836803,-9.498309493050138,-2.37424703063566,-3.1275391536698702,100.69
0.232,21.150988588836803,-9.498309493050138,-1.1157679502936075,-1.1334436713219338,100.68
0.237,21.150988588836803,-9.498309493050138,0.023377716554476607,0.5857593472402928,100.68
0.242,21.150988588836803,-9.498309493050138,0.9022491589129888,1.8376417342122917,100.67
0.252,21.150988588836803,-9.498309493050138,1.449995242403852,2.541377603964726,100.67
0.257,21.150988588836803,-9.498309493050138,1.660192606398659,2.7145874784153454,100.67
0.262,21.150988588836803,-9.498309493050138,1.577291795368931,2.448886792610551,100.69
0.267,21.150988588836803,-9.498309493050138,1.2787786683738567,1.8801080625387248,100.69
0.272,21.150988588836803,-9.498309493050138,0.856523875895088,1.1586602595481166,100.67
0.277,21.150988588836803,-9.498309493050138,0.4001756248118937,0.42429142981725937,100.67
0.282,21.150988588836803,-9.498309493050138,-0.015454477582473395,-0.21204280543060772,100.67
0.287,21.150988588836803,-9.498309493050138,-0.3380603416497043,-0.6781225636100767,100.67
0.297,21.150988588836803,-9.498309493050138,-0.5405358745881832,-0.9425636578812074,100.69
0.302,21.150988588836803,-9.498309493050138,-0.6193944576238267,-1.010485726687401,100.69
0.307,21.150988588836803,-9.498309493050138,-0.5900821422203487,-0.9147885104116074,100.69
0.312,21.150988588836803,-9.498309493050138,-0.48055048022594904,-0.7052699705912189,100.69
0.322,21.150988588836803,-9.498309493050138,-0.3244100414823686,-0.4376455270573088,100.69
0.327,21.150988588836803,-9.498309493050138,-0.15475781813193265,-0.16409118755767352,100.69
0.332,21.150988588836803,-9.498309493050138,0.0005660533105506738,0.07364394071581482,100.69
0.337,21.150988588836803,-9.498309493050138,0.12191119875883492,0.24811299281627028,100.71
0.347,21.150988588836803,-9.498309493050138,0.19890675776685407,0.3471262281965574,100.69
0.352,21.150988588836803,-9.498309493050138,0.22995211765854354,0.3722803060275218,100.69
0.357,21.150988588836803,-9.498309493050138,0.22053341352043782,0.3357989181353229,100.67
